Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
CARABELLE,"1,638,000","1,151.75","1,422",May-22,WEST COAST WAY,Resale,Strata,107,"15,308",-,Condominium,1,956 yrs lease commencing from 1928,05,Outside Central Region,01 to 05
CHANTILLY RISE,"1,750,000","1,442.38","1,213",May-22,HILLVIEW AVENUE,Resale,Strata,134,"13,060",-,Condominium,1,Freehold,23,Outside Central Region,01 to 05
JEWEL @ BUANGKOK,"1,070,000",731.95,"1,462",May-22,COMPASSVALE BOW,Resale,Strata,68,"15,735",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,11 to 15
MIDTOWN RESIDENCES,"690,000",452.09,"1,526",May-22,UPPER SERANGOON ROAD,Resale,Strata,42,"16,429",-,Apartment,1,99 yrs lease commencing from 2013,19,Outside Central Region,06 to 10
HILLVIEW REGENCY,"1,200,000","1,130.22","1,062",May-22,BUKIT BATOK EAST AVENUE 2,Resale,Strata,105,"11,429",-,Condominium,1,99 yrs lease commencing from 2000,23,Outside Central Region,21 to 25
SOUTHBANK,"1,068,000",613.55,"1,741",May-22,NORTH BRIDGE ROAD,Resale,Strata,57,"18,737",-,Apartment,1,99 yrs lease commencing from 2006,07,Rest of Central Region,26 to 30
OLEANDER TOWERS,"1,400,000","1,151.75","1,216",May-22,LORONG 1 TOA PAYOH,Resale,Strata,107,"13,084",-,Apartment,1,99 yrs lease commencing from 1995,12,Rest of Central Region,16 to 20
HILLION RESIDENCES,"770,000",462.85,"1,664",May-22,JELEBU ROAD,Resale,Strata,43,"17,907",-,Apartment,1,99 yrs lease commencing from 2013,23,Outside Central Region,16 to 20
BLISS@KOVAN,"905,000",592.02,"1,529",May-22,SIMON LANE,Resale,Strata,55,"16,455",-,Condominium,1,Freehold,19,Outside Central Region,01 to 05
3@PHILLIPS,"1,800,000","1,905.23",945,May-22,PHILLIPS AVENUE,Resale,Strata,177,"10,169",-,Apartment,1,999 yrs lease commencing from 1886,19,Outside Central Region,01 to 05
THE CASCADIA,"2,108,888","1,754.53","1,202",May-22,BUKIT TIMAH ROAD,Resale,Strata,163,"12,938",-,Condominium,1,Freehold,21,Rest of Central Region,06 to 10
REGENT GROVE,"967,000","1,194.8",809,May-22,CHOA CHU KANG NORTH 7,Resale,Strata,111,"8,712",-,Condominium,1,99 yrs lease commencing from 1997,23,Outside Central Region,06 to 10
REGENTVILLE,"995,000","1,151.75",864,May-22,HOUGANG STREET 92,Resale,Strata,107,"9,299",-,Apartment,1,99 yrs lease commencing from 1996,19,Outside Central Region,06 to 10
SPOTTISWOODE RESIDENCES,"1,335,000",602.78,"2,215",May-22,SPOTTISWOODE PARK ROAD,Resale,Strata,56,"23,839",-,Condominium,1,Freehold,02,Rest of Central Region,31 to 35
SANCTUARY GREEN,"1,920,000","1,356.26","1,416",May-22,TANJONG RHU ROAD,Resale,Strata,126,"15,238",-,Condominium,1,99 yrs lease commencing from 1997,15,Rest of Central Region,06 to 10
STRATUM,"600,000",452.09,"1,327",May-22,ELIAS ROAD,Resale,Strata,42,"14,286",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,01 to 05
THE MINTON,"795,000",699.66,"1,136",May-22,HOUGANG STREET 11,Resale,Strata,65,"12,231",-,Condominium,1,99 yrs lease commencing from 2007,19,Outside Central Region,01 to 05
SPACE @ KOVAN,"833,000",635.08,"1,312",May-22,YIO CHU KANG ROAD,Resale,Strata,59,"14,119",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
RIVER ISLES,"1,338,888","1,184.04","1,131",May-22,EDGEDALE PLAINS,Resale,Strata,110,"12,172",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,06 to 10
HIGH PARK RESIDENCES,"1,350,000",968.76,"1,394",May-22,FERNVALE ROAD,Resale,Strata,90,"15,000",-,Apartment,1,99 yrs lease commencing from 2014,28,Outside Central Region,16 to 20
THE WISTERIA,"690,000",548.96,"1,257",May-22,YISHUN RING ROAD,Resale,Strata,51,"13,529",-,Apartment,1,99 yrs lease commencing from 2015,27,Outside Central Region,01 to 05
DOVER PARKVIEW,"1,198,888",968.76,"1,238",May-22,DOVER RISE,Resale,Strata,90,"13,321",-,Condominium,1,99 yrs lease commencing from 1993,05,Rest of Central Region,01 to 05
CASAFINA,"1,100,000","1,194.8",921,May-22,BEDOK SOUTH AVENUE 1,Resale,Strata,111,"9,910",-,Condominium,1,99 yrs lease commencing from 1996,16,Outside Central Region,01 to 05
THE ESTA,"2,700,000","1,345.5","2,007",May-22,AMBER GARDENS,Resale,Strata,125,"21,600",-,Condominium,1,Freehold,15,Rest of Central Region,11 to 15
MODENA,"1,455,000","1,399.32","1,040",May-22,SIMEI STREET 4,Resale,Strata,130,"11,192",-,Condominium,1,99 yrs lease commencing from 1997,18,Outside Central Region,01 to 05
EDELWEISS PARK CONDOMINIUM,"1,320,000","1,334.74",989,May-22,FLORA ROAD,Resale,Strata,124,"10,645",-,Condominium,1,Freehold,17,Outside Central Region,01 to 05
AMARYLLIS VILLE,"1,800,000",958,"1,879",May-22,NEWTON ROAD,Resale,Strata,89,"20,225",-,Condominium,1,99 yrs lease commencing from 1997,11,Core Central Region,26 to 30
NV RESIDENCES,"890,000",742.72,"1,198",May-22,PASIR RIS GROVE,Resale,Strata,69,"12,899",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,06 to 10
THE INSPIRA,"2,130,000",936.47,"2,275",May-22,ARNASALAM CHETTY ROAD,Resale,Strata,87,"24,483",-,Condominium,1,Freehold,09,Core Central Region,11 to 15
LANGSTON VILLE,"1,720,800",936.47,"1,838",May-22,KIM YAM ROAD,Resale,Strata,87,"19,779",-,Apartment,1,999 yrs lease commencing from 1841,09,Core Central Region,01 to 05
THE TAPESTRY,"973,000",602.78,"1,614",May-22,TAMPINES STREET 86,Resale,Strata,56,"17,375",-,Condominium,1,99 yrs lease commencing from 2017,18,Outside Central Region,06 to 10
THE WARREN,"965,000","1,065.64",906,May-22,CHOA CHU KANG LOOP,Resale,Strata,99,"9,747",-,Condominium,1,99 yrs lease commencing from 2001,23,Outside Central Region,01 to 05
GRANDEUR PARK RESIDENCES,"1,330,000",882.65,"1,507",May-22,BEDOK SOUTH AVENUE 3,Resale,Strata,82,"16,220",-,Condominium,1,99 yrs lease commencing from 2016,16,Outside Central Region,01 to 05
THE LINCOLN RESIDENCES,"3,650,000","1,840.64","1,983",May-22,SURREY ROAD,Resale,Strata,171,"21,345",-,Condominium,1,Freehold,11,Core Central Region,06 to 10
CITY GATE,"1,115,000",559.73,"1,992",May-22,BEACH ROAD,Resale,Strata,52,"21,442",-,Apartment,1,99 yrs lease commencing from 2014,07,Rest of Central Region,11 to 15
THOMSON THREE,"1,290,000",731.95,"1,762",May-22,BRIGHT HILL DRIVE,Resale,Strata,68,"18,971",-,Apartment,1,99 yrs lease commencing from 2012,20,Rest of Central Region,16 to 20
THE TIER,"905,000",548.96,"1,649",May-22,PEGU ROAD,Resale,Strata,51,"17,745",-,Apartment,1,Freehold,12,Rest of Central Region,16 to 20
ASTON MANSIONS,"1,258,000","1,194.8","1,053",May-22,LORONG 42 GEYLANG,Resale,Strata,111,"11,333",-,Apartment,1,99 yrs lease commencing from 1995,14,Rest of Central Region,01 to 05
ONE ST MICHAEL'S,"1,891,000","1,259.39","1,502",May-22,ST. MICHAEL'S ROAD,Resale,Strata,117,"16,162",-,Condominium,1,Freehold,12,Rest of Central Region,11 to 15
PARC RIVIERA,"1,020,000",710.42,"1,436",May-22,WEST COAST VALE,Resale,Strata,66,"15,455",-,Condominium,1,99 yrs lease commencing from 2015,05,Outside Central Region,21 to 25
HAIG RESIDENCES,"1,200,000",871.88,"1,376",May-22,HAIG ROAD,Resale,Strata,81,"14,815",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
KOVAN MELODY,"1,650,000","1,248.62","1,321",May-22,KOVAN ROAD,Resale,Strata,116,"14,224",-,Condominium,1,99 yrs lease commencing from 2004,19,Outside Central Region,06 to 10
SUITES @ EASTCOAST,"618,000",409.03,"1,511",May-22,UPPER EAST COAST ROAD,Resale,Strata,38,"16,263",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
SANCTUARY GREEN,"1,180,000",775.01,"1,523",May-22,TANJONG RHU ROAD,Resale,Strata,72,"16,389",-,Condominium,1,99 yrs lease commencing from 1997,15,Rest of Central Region,06 to 10
KOVAN RESIDENCES,"1,332,800",893.41,"1,492",May-22,KOVAN ROAD,Resale,Strata,83,"16,058",-,Condominium,1,99 yrs lease commencing from 2007,19,Outside Central Region,06 to 10
MAYSPRINGS,"1,410,000","1,550.02",910,May-22,PETIR ROAD,Resale,Strata,144,"9,792",-,Apartment,1,99 yrs lease commencing from 1994,23,Outside Central Region,16 to 20
BANYAN CONDOMINIUM,"2,200,000","1,851.41","1,188",May-22,CHWEE CHIAN ROAD,Resale,Strata,172,"12,791",-,Condominium,1,Freehold,05,Rest of Central Region,01 to 05
TIARA VISTA,"2,000,000","1,571.54","1,273",May-22,LORONG M TELOK KURAU,Resale,Strata,146,"13,699",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
THE SANTORINI,"1,330,000","1,119.46","1,188",May-22,TAMPINES STREET 86,Resale,Strata,104,"12,788",-,Condominium,1,99 yrs lease commencing from 2013,18,Outside Central Region,01 to 05
SILVERSEA,"1,720,000",979.52,"1,756",May-22,MARINE PARADE ROAD,Resale,Strata,91,"18,901",-,Condominium,1,99 yrs lease commencing from 2007,15,Rest of Central Region,06 to 10
CASTLE GREEN,"1,235,000","1,151.75","1,072",May-22,YIO CHU KANG ROAD,Resale,Strata,107,"11,542",-,Condominium,1,99 yrs lease commencing from 1993,26,Outside Central Region,01 to 05
ANGULLIA PARK RESIDENCES @ ORCHARD,"2,350,000",936.47,"2,509",May-22,CUSCADEN WALK,Resale,Strata,87,"27,011",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
THE METROPOLITAN CONDOMINIUM,"1,700,000","1,033.34","1,645",May-22,ALEXANDRA VIEW,Resale,Strata,96,"17,708",-,Condominium,1,99 yrs lease commencing from 2006,03,Rest of Central Region,31 to 35
A TREASURE TROVE,"1,500,000","1,130.22","1,327",May-22,PUNGGOL WALK,Resale,Strata,105,"14,286",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
RIVER ISLES,"999,888",947.23,"1,056",May-22,EDGEDALE PLAINS,Resale,Strata,88,"11,362",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,06 to 10
THE GARDENS AT BISHAN,"1,308,000",882.65,"1,482",May-22,SIN MING WALK,Resale,Strata,82,"15,951",-,Condominium,1,99 yrs lease commencing from 1997,20,Rest of Central Region,16 to 20
WATERFRONT GOLD,"1,580,000","1,227.1","1,288",May-22,BEDOK RESERVOIR ROAD,Resale,Strata,114,"13,860",-,Condominium,1,99 yrs lease commencing from 2009,16,Outside Central Region,01 to 05
JEWEL @ BUANGKOK,"1,040,000",721.19,"1,442",May-22,COMPASSVALE BOW,Resale,Strata,67,"15,522",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,11 to 15
ROBERTSON BLUE,"2,800,000","1,237.86","2,262",May-22,ROBERTSON QUAY,Resale,Strata,115,"24,348",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
PARC ROSEWOOD,"608,000",527.44,"1,153",May-22,ROSEWOOD DRIVE,Resale,Strata,49,"12,408",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
ST MICHAEL'S PLACE,"1,630,000","1,248.62","1,305",May-22,JALAN TAMAN,Resale,Strata,116,"14,052",-,Apartment,1,Freehold,12,Rest of Central Region,11 to 15
THE GLADES,"780,000",505.91,"1,542",May-22,BEDOK RISE,Resale,Strata,47,"16,596",-,Condominium,1,99 yrs lease commencing from 2013,16,Outside Central Region,06 to 10
ECO,"808,000",592.02,"1,365",May-22,BEDOK SOUTH AVENUE 3,Resale,Strata,55,"14,691",-,Condominium,1,99 yrs lease commencing from 2012,16,Outside Central Region,11 to 15
ESTELLA GARDENS,"1,183,888","1,140.98","1,038",May-22,FLORA ROAD,Resale,Strata,106,"11,169",-,Condominium,1,Freehold,17,Outside Central Region,01 to 05
WALLICH RESIDENCE,"3,415,000",914.94,"3,732",May-22,WALLICH STREET,Resale,Strata,85,"40,176",-,Apartment,1,99 yrs lease commencing from 2011,02,Core Central Region,51 to 55
RIO GARDENS,"1,520,000","1,194.8","1,272",May-22,JALAN TAMAN,Resale,Strata,111,"13,694",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10
RESIDENTIAL APARTMENTS,"1,250,000","1,022.58","1,222",May-22,UPPER EAST COAST ROAD,Resale,Strata,95,"13,158",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
THOMSON IMPRESSIONS,"1,888,888","1,054.87","1,791",May-22,LORONG PUNTONG,Resale,Strata,98,"19,274",-,Apartment,1,99 yrs lease commencing from 2015,20,Rest of Central Region,01 to 05
LATITUDE,"5,461,500","1,926.76","2,835",May-22,JALAN MUTIARA,Resale,Strata,179,"30,511",-,Condominium,1,Freehold,10,Core Central Region,11 to 15
NEPTUNE COURT,"1,438,000","1,270.15","1,132",May-22,MARINE VISTA,Resale,Strata,118,"12,186",-,Apartment,1,99 yrs lease commencing from 1976,15,Outside Central Region,21 to 25
SIMS URBAN OASIS,"795,000",462.85,"1,718",May-22,SIMS DRIVE,Resale,Strata,43,"18,488",-,Condominium,1,99 yrs lease commencing from 2014,14,Rest of Central Region,01 to 05
THE CREEK @ BUKIT,"2,500,000","1,668.42","1,498",May-22,TOH TUCK ROAD,Resale,Strata,155,"16,129",-,Condominium,1,Freehold,21,Rest of Central Region,01 to 05
THE INTERLACE,"1,500,000","1,054.87","1,422",May-22,DEPOT ROAD,Resale,Strata,98,"15,306",-,Condominium,1,99 yrs lease commencing from 2009,04,Rest of Central Region,01 to 05
GRAND CHATEAU,"1,200,000","1,076.4","1,115",May-22,JALAN RAJAWALI,Resale,Strata,100,"12,000",-,Condominium,1,Freehold,21,Rest of Central Region,06 to 10
MARINA ONE RESIDENCES,"1,778,000",753.48,"2,360",May-22,MARINA WAY,Resale,Strata,70,"25,400",-,Apartment,1,99 yrs lease commencing from 2011,01,Core Central Region,31 to 35
HIGH PARK RESIDENCES,"890,000",667.37,"1,334",May-22,FERNVALE ROAD,Resale,Strata,62,"14,355",-,Apartment,1,99 yrs lease commencing from 2014,28,Outside Central Region,01 to 05
THE GALE,"1,010,000",968.76,"1,043",May-22,FLORA ROAD,Resale,Strata,90,"11,222",-,Condominium,1,Freehold,17,Outside Central Region,01 to 05
THE SANTORINI,"655,000",527.44,"1,242",May-22,TAMPINES STREET 86,Resale,Strata,49,"13,367",-,Condominium,1,99 yrs lease commencing from 2013,18,Outside Central Region,06 to 10
HILLSTA,"760,000",624.31,"1,217",May-22,PHOENIX ROAD,Resale,Strata,58,"13,103",-,Condominium,1,99 yrs lease commencing from 2011,23,Outside Central Region,01 to 05
LEICESTER SUITES,"800,000",452.09,"1,770",May-22,LEICESTER ROAD,Resale,Strata,42,"19,048",-,Apartment,1,Freehold,13,Rest of Central Region,11 to 15
RIVERBANK @ FERNVALE,"1,260,000","1,011.82","1,245",May-22,FERNVALE CLOSE,Resale,Strata,94,"13,404",-,Condominium,1,99 yrs lease commencing from 2013,28,Outside Central Region,11 to 15
BREEZE BY THE EAST,"2,525,000","1,754.53","1,439",May-22,UPPER EAST COAST ROAD,Resale,Strata,163,"15,491",-,Condominium,1,Freehold,16,Outside Central Region,01 to 05
DRAYCOTT EIGHT,"6,300,000","2,895.52","2,176",May-22,DRAYCOTT PARK,Resale,Strata,269,"23,420",-,Condominium,1,99 yrs lease commencing from 1997,10,Core Central Region,16 to 20
THE MINTON,"2,345,000","1,754.53","1,337",May-22,HOUGANG STREET 11,Resale,Strata,163,"14,387",-,Condominium,1,99 yrs lease commencing from 2007,19,Outside Central Region,01 to 05
HEDGES PARK CONDOMINIUM,"1,630,000","1,797.59",907,May-22,FLORA DRIVE,Resale,Strata,167,"9,760",-,Condominium,1,99 yrs lease commencing from 2010,17,Outside Central Region,06 to 10
CHERRYHILL,"1,370,000","1,065.64","1,286",May-22,LORONG LEW LIAN,Resale,Strata,99,"13,838",-,Condominium,1,Freehold,19,Outside Central Region,06 to 10
HERITAGE VIEW,"1,680,000","1,194.8","1,406",May-22,DOVER RISE,Resale,Strata,111,"15,135",-,Condominium,1,99 yrs lease commencing from 1996,05,Rest of Central Region,06 to 10
E MAISON,"950,000",667.37,"1,424",May-22,BRADDELL ROAD,Resale,Strata,62,"15,323",-,Apartment,1,Freehold,13,Outside Central Region,01 to 05
THE ALPS RESIDENCES,"715,000",495.14,"1,444",May-22,TAMPINES STREET 86,Resale,Strata,46,"15,543",-,Condominium,1,99 yrs lease commencing from 2015,18,Outside Central Region,06 to 10
MEADOWS @ PEIRCE,"1,770,000","1,216.33","1,455",May-22,UPPER THOMSON ROAD,Resale,Strata,113,"15,664",-,Condominium,1,Freehold,26,Outside Central Region,01 to 05
RIVERBANK @ FERNVALE,"1,300,000","1,044.11","1,245",May-22,FERNVALE CLOSE,Resale,Strata,97,"13,402",-,Condominium,1,99 yrs lease commencing from 2013,28,Outside Central Region,16 to 20
VIVA,"3,438,000","1,345.5","2,555",May-22,SUFFOLK WALK,Resale,Strata,125,"27,504",-,Condominium,1,Freehold,11,Core Central Region,26 to 30
THE YARDLEY,"1,970,000","1,270.15","1,551",May-22,UPPER SERANGOON ROAD,Resale,Strata,118,"16,695",-,Apartment,1,Freehold,19,Outside Central Region,06 to 10
HILLION RESIDENCES,"1,078,000",710.42,"1,517",May-22,JELEBU ROAD,Resale,Strata,66,"16,333",-,Apartment,1,99 yrs lease commencing from 2013,23,Outside Central Region,06 to 10
HILLION RESIDENCES,"1,155,000",710.42,"1,626",May-22,JELEBU ROAD,Resale,Strata,66,"17,500",-,Apartment,1,99 yrs lease commencing from 2013,23,Outside Central Region,11 to 15
THE PROMINENCE,"1,420,000","1,162.51","1,221",May-22,HAIG ROAD,Resale,Strata,108,"13,148",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
THE SKYWOODS,"1,430,000",990.29,"1,444",May-22,DAIRY FARM HEIGHTS,Resale,Strata,92,"15,543",-,Condominium,1,99 yrs lease commencing from 2012,23,Outside Central Region,11 to 15
NINE RESIDENCES,"700,000",570.49,"1,227",May-22,YISHUN AVENUE 9,Resale,Strata,53,"13,208",-,Apartment,1,99 yrs lease commencing from 2013,27,Outside Central Region,06 to 10
NORTH PARK RESIDENCES,"1,225,000",699.66,"1,751",May-22,YISHUN CENTRAL 1,Resale,Strata,65,"18,846",-,Apartment,1,99 yrs lease commencing from 2015,27,Outside Central Region,11 to 15
NOUVEL 18,"8,376,000","2,475.72","3,383",May-22,ANDERSON ROAD,Resale,Strata,230,"36,417",-,Condominium,1,Freehold,10,Core Central Region,16 to 20
THE INTERLACE,"2,750,000","2,109.74","1,303",May-22,DEPOT ROAD,Resale,Strata,196,"14,031",-,Condominium,1,99 yrs lease commencing from 2009,04,Rest of Central Region,11 to 15
ONE TREE HILL RESIDENCE,"2,655,000","1,130.22","2,349",May-22,ONE TREE HILL,Resale,Strata,105,"25,286",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
CITY SQUARE RESIDENCES,"1,635,800",839.59,"1,948",May-22,KITCHENER LINK,Resale,Strata,78,"20,972",-,Condominium,1,Freehold,08,Rest of Central Region,16 to 20
EUHABITAT,"1,080,000",818.06,"1,320",May-22,JALAN EUNOS,Resale,Strata,76,"14,211",-,Condominium,1,99 yrs lease commencing from 2010,14,Outside Central Region,01 to 05
H2O RESIDENCES,"922,000",742.72,"1,241",May-22,FERNVALE LINK,Resale,Strata,69,"13,362",-,Condominium,1,99 yrs lease commencing from 2010,28,Outside Central Region,16 to 20
ST MICHAEL REGENCY,"1,800,000","1,237.86","1,454",May-22,ST. MICHAEL'S ROAD,Resale,Strata,115,"15,652",-,Apartment,1,Freehold,12,Rest of Central Region,11 to 15
ROBINSON SUITES,"3,000,000","1,410.08","2,128",May-22,ROBINSON ROAD,Resale,Strata,131,"22,901",-,Apartment,1,Freehold,01,Core Central Region,41 to 45
LAGOON VIEW,"1,900,000","1,646.89","1,154",May-22,MARINE PARADE ROAD,Resale,Strata,153,"12,418",-,Apartment,1,99 yrs lease commencing from 1977,15,Outside Central Region,21 to 25
WEST BAY CONDOMINIUM,"878,888",850.36,"1,034",May-22,WEST COAST CRESCENT,Resale,Strata,79,"11,125",-,Condominium,1,99 yrs lease commencing from 1991,05,Outside Central Region,01 to 05
ROSEWOOD,"1,800,000","2,152.8",836,May-22,ROSEWOOD DRIVE,Resale,Strata,200,"9,000",-,Condominium,1,99 yrs lease commencing from 2000,25,Outside Central Region,16 to 20
D'LEEDON,"2,120,000","1,216.33","1,743",May-22,LEEDON HEIGHTS,Resale,Strata,113,"18,761",-,Condominium,1,99 yrs lease commencing from 2010,10,Core Central Region,26 to 30
76 SHENTON,"1,205,000",592.02,"2,035",May-22,SHENTON WAY,Resale,Strata,55,"21,909",-,Apartment,1,99 yrs lease commencing from 2007,02,Core Central Region,36 to 40
CLEMENTIWOODS CONDOMINIUM,"2,630,000","1,915.99","1,373",May-22,WEST COAST ROAD,Resale,Strata,178,"14,775",-,Condominium,1,99 yrs lease commencing from 2006,05,Outside Central Region,01 to 05
ORCHID PARK CONDOMINIUM,"1,030,000","1,248.62",825,May-22,YISHUN STREET 81,Resale,Strata,116,"8,879",-,Condominium,1,99 yrs lease commencing from 1991,27,Outside Central Region,06 to 10
NAUNG RESIDENCE,"810,000",538.2,"1,505",May-22,JALAN NAUNG,Resale,Strata,50,"16,200",-,Apartment,1,999 yrs lease commencing from 1883,19,Outside Central Region,01 to 05
PARC RIVIERA,"868,000",602.78,"1,440",May-22,WEST COAST VALE,Resale,Strata,56,"15,500",-,Condominium,1,99 yrs lease commencing from 2015,05,Outside Central Region,01 to 05
SPOTTISWOODE PARK,"1,180,000","1,334.74",884,May-22,SPOTTISWOODE PARK ROAD,Resale,Strata,124,"9,516",-,Apartment,1,85 yrs lease commencing from 1990,02,Rest of Central Region,16 to 20
CHILTERN PARK,"1,200,000",936.47,"1,281",May-22,SERANGOON AVENUE 3,Resale,Strata,87,"13,793",-,Condominium,1,99 yrs lease commencing from 1991,19,Outside Central Region,06 to 10
STEVENS SUITES,"1,080,000",721.19,"1,498",May-22,STEVENS CLOSE,Resale,Strata,67,"16,119",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
THE SANTORINI,"665,000",527.44,"1,261",May-22,TAMPINES STREET 86,Resale,Strata,49,"13,571",-,Condominium,1,99 yrs lease commencing from 2013,18,Outside Central Region,06 to 10
BOTANIQUE AT BARTLEY,"1,208,000",721.19,"1,675",May-22,UPPER PAYA LEBAR ROAD,Resale,Strata,67,"18,030",-,Condominium,1,99 yrs lease commencing from 2014,19,Outside Central Region,06 to 10
COCO PALMS,"1,050,000",742.72,"1,414",May-22,PASIR RIS GROVE,Resale,Strata,69,"15,217",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,11 to 15
EAST MEADOWS,"1,230,000","1,216.33","1,011",May-22,TANAH MERAH KECHIL ROAD,Resale,Strata,113,"10,885",-,Condominium,1,99 yrs lease commencing from 1998,16,Outside Central Region,01 to 05
YISHUN SAPPHIRE,"1,550,000","1,819.12",852,May-22,CANBERRA DRIVE,Resale,Strata,169,"9,172",-,Condominium,1,99 yrs lease commencing from 1998,27,Outside Central Region,01 to 05
LA FLEUR,"580,000",409.03,"1,418",May-22,LORONG 26 GEYLANG,Resale,Strata,38,"15,263",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
THE GREENWICH,"707,000",624.31,"1,132",May-22,SELETAR ROAD,Resale,Strata,58,"12,190",-,Condominium,1,99 yrs lease commencing from 2009,28,Outside Central Region,01 to 05
THE PALETTE,"1,000,000",893.41,"1,119",May-22,PASIR RIS GROVE,Resale,Strata,83,"12,048",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,01 to 05
RIVERBANK @ FERNVALE,"1,260,000","1,044.11","1,207",May-22,FERNVALE CLOSE,Resale,Strata,97,"12,990",-,Condominium,1,99 yrs lease commencing from 2013,28,Outside Central Region,06 to 10
THE SHORE RESIDENCES,"980,000",592.02,"1,655",May-22,AMBER ROAD,Resale,Strata,55,"17,818",-,Condominium,1,103 yrs lease commencing from 2009,15,Rest of Central Region,06 to 10
GRANDEUR PARK RESIDENCES,"920,000",710.42,"1,295",May-22,BEDOK SOUTH AVENUE 3,Resale,Strata,66,"13,939",-,Condominium,1,99 yrs lease commencing from 2016,16,Outside Central Region,11 to 15
FERRARIA PARK CONDOMINIUM,"1,168,888","1,022.58","1,143",May-22,FLORA DRIVE,Resale,Strata,95,"12,304",-,Condominium,1,Freehold,17,Outside Central Region,06 to 10
CARIBBEAN AT KEPPEL BAY,"4,300,000","2,712.53","1,585",May-22,KEPPEL BAY DRIVE,Resale,Strata,252,"17,063",-,Condominium,1,99 yrs lease commencing from 1999,04,Rest of Central Region,01 to 05
TWIN REGENCY,"3,400,000","1,776.06","1,914",May-22,KIM TIAN ROAD,Resale,Strata,165,"20,606",-,Condominium,1,Freehold,03,Rest of Central Region,16 to 20
THE OCEANFRONT @ SENTOSA COVE,"2,850,000","1,711.48","1,665",May-22,OCEAN DRIVE,Resale,Strata,159,"17,925",-,Condominium,1,99 yrs lease commencing from 2005,04,Core Central Region,01 to 05
THE OCEANFRONT @ SENTOSA COVE,"2,980,000","1,711.48","1,741",May-22,OCEAN DRIVE,Resale,Strata,159,"18,742",-,Condominium,1,99 yrs lease commencing from 2005,04,Core Central Region,06 to 10
THE VERMONT ON CAIRNHILL,"1,320,000",527.44,"2,503",May-22,CAIRNHILL RISE,Resale,Strata,49,"26,939",-,Apartment,1,Freehold,09,Core Central Region,16 to 20
THE PARC CONDOMINIUM,"1,470,000",979.52,"1,501",May-22,WEST COAST WALK,Resale,Strata,91,"16,154",-,Condominium,1,Freehold,05,Outside Central Region,11 to 15
THE PEARL @ MOUNT FABER,"1,890,000","1,388.56","1,361",May-22,MOUNT FABER ROAD,Resale,Strata,129,"14,651",-,Condominium,1,99 yrs lease commencing from 2002,04,Rest of Central Region,01 to 05
STURDEE RESIDENCES,"860,000",419.8,"2,049",May-22,BEATTY ROAD,Resale,Strata,39,"22,051",-,Condominium,1,99 yrs lease commencing from 2015,08,Rest of Central Region,16 to 20
THE PANORAMA,"770,000",473.62,"1,626",May-22,ANG MO KIO AVENUE 2,Resale,Strata,44,"17,500",-,Condominium,1,99 yrs lease commencing from 2013,20,Outside Central Region,11 to 15
WATERVIEW,"940,000",925.7,"1,015",May-22,TAMPINES AVENUE 1,Resale,Strata,86,"10,930",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,01 to 05
THE SCENIC @ BRADDELL,"755,000",559.73,"1,349",May-22,BRADDELL ROAD,Resale,Strata,52,"14,519",-,Apartment,1,Freehold,13,Outside Central Region,01 to 05
MARINA ONE RESIDENCES,"4,308,000","1,593.07","2,704",May-22,MARINA WAY,Resale,Strata,148,"29,108",-,Apartment,1,99 yrs lease commencing from 2011,01,Core Central Region,26 to 30
COASTARINA,"1,568,000",839.59,"1,868",May-22,EAST COAST ROAD,Resale,Strata,78,"20,103",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
HILLSTA,"700,000",570.49,"1,227",May-22,PHOENIX ROAD,Resale,Strata,53,"13,208",-,Condominium,1,99 yrs lease commencing from 2011,23,Outside Central Region,11 to 15
